attack_memset 0.001018 1406483 626643 285220
attack_memset 0.002010 4361098 1943242 884419
attack_memset 0.003007 7538590 3359110 1528834
attack_memset 0.004044 10176412 4534468 2063677
attack_memset 0.005005 13347285 5947381 2706747
attack_memset 0.006005 16787983 7480629 3404517
attack_memset 0.007005 20269949 9032276 4110650
attack_memset 0.008005 23708184 10564419 4807917
attack_memset 0.009005 27126565 12087590 5501199
attack_memset 0.010006 30561760 13618380 6197851
attack_memset 0.011004 34058561 15176643 6906991
attack_memset 0.012006 36789099 16393270 7460721
attack_memset 0.013005 40258855 17939472 8164379
attack_memset 0.014005 43731198 19486826 8868559
attack_memset 0.015004 47150455 21010384 9562015
attack_memset 0.016005 50610866 22552421 10263782
attack_memset 0.017005 54107715 24110702 10972927
attack_memset 0.018005 57526495 25634047 11666288
attack_memset 0.019004 61022186 27191814 12375202
attack_memset 0.020005 64470884 28728624 13074585
attack_memset 0.021005 67901665 30257322 13770379
attack_memset 0.022005 71382998 31808688 14476384
attack_memset 0.023004 74872714 33363788 15184084
attack_memset 0.024006 78225416 34857667 15864053
attack_memset 0.025005 81671010 36393095 16562813
attack_memset 0.026005 85080702 37912514 17254297
attack_memset 0.027004 88658987 39506989 17979988
attack_memset 0.028005 92282122 41121593 18714740
attack_memset 0.029005 95850841 42711803 19438494
attack_memset 0.030004 99507400 44341184 20180053
attack_memset 0.031004 103232588 46001172 20935524
attack_memset 0.032005 106671596 47533660 21632947
attack_memset 0.033004 110383577 49187759 22385742
attack_memset 0.034004 114082388 50835985 23135868
attack_memset 0.035004 117794618 52490191 23888708
attack_memset 0.036005 121320541 54061316 24603789
attack_memset 0.037004 125043369 55720251 25358783
attack_memset 0.038004 128759381 57376145 26112392
attack_memset 0.039004 132483749 59035765 26867694
attack_memset 0.040005 135984666 60595865 27577671
attack_memset 0.041005 139692339 62248040 28329591
attack_memset 0.042004 143392798 63897002 29080052
attack_memset 0.043004 147112847 65554699 29834483
attack_memset 0.044005 150623919 67119202 30546552
attack_memset 0.045004 154215365 68719672 31274877
attack_memset 0.046004 157932825 70376086 32028817
attack_memset 0.047004 161640146 72028106 32780667
attack_memset 0.048005 165196063 73612733 33501790
attack_memset 0.049004 168902274 75264257 34253414
attack_memset 0.050004 172590431 76907731 35001380
attack_memset 0.051004 176305744 78563313 35754848
attack_memset 0.052005 179806021 80123001 36464729
attack_memset 0.053005 183513342 81775021 37216579
attack_memset 0.054004 187220663 83427041 37968429
attack_memset 0.055004 190933377 85081469 38721374
attack_memset 0.056004 194548653 86692563 39454527
attack_memset 0.057004 198257640 88345326 40206715
attack_memset 0.058004 201976391 90002443 40960881
attack_memset 0.059004 205699844 91661657 41716001
attack_memset 0.060005 209176510 93210815 42421095
attack_memset 0.061004 212888123 94864749 43173815
attack_memset 0.062004 216611112 96523752 43928837
attack_memset 0.063004 220337954 98184479 44684646
attack_memset 0.064005 223923144 99782032 45411736
attack_memset 0.065005 227630465 101434052 46163586
attack_memset 0.066004 231337786 103086072 46915436
attack_memset 0.067004 235045107 104738092 47667286
attack_memset 0.068005 238573907 106310628 48382915
attack_memset 0.069004 242283302 107963571 49135184
attack_memset 0.070004 245988214 109614518 49886546
attack_memset 0.071004 249708337 111272246 50640990
attack_memset 0.072005 253241798 112846733 51357598
attack_memset 0.073004 256953559 114500733 52110348
attack_memset 0.074004 260696361 116168575 52869389
attack_memset 0.075004 264410823 117823781 53622688
attack_memset 0.076005 268030648 119436903 54356762
attack_memset 0.077004 271747588 121093086 55110595
attack_memset 0.078004 275454283 122744946 55862292
attack_memset 0.079004 279015861 124331979 56584590
attack_memset 0.080005 282573295 125917159 57306059
attack_memset 0.081004 286292381 127574424 58060292
attack_memset 0.082004 290021888 129236335 58816634
attack_memset 0.083005 293594152 130828250 59541074
attack_memset 0.084005 297089530 132385753 60249959
attack_memset 0.085004 300799552 134038979 61002358
attack_memset 0.086004 304526485 135699744 61758183
attack_memset 0.087004 308243942 137356286 62512089
attack_memset 0.088005 311740077 138914252 63221094
attack_memset 0.089004 315441218 140563514 63971689
attack_memset 0.090004 319158124 142219809 64725483
attack_memset 0.091004 322874140 143875705 65479094
attack_memset 0.092005 326425635 145458232 66199354
attack_memset 0.093004 330153990 147119637 66955473
attack_memset 0.094004 333869190 148775169 67708918
attack_memset 0.095004 337575127 150426568 68460483
attack_memset 0.096005 342003940 152400088 69358657
attack_memset 0.097004 348411689 155255483 70658149
attack_memset 0.098005 354791583 158098327 71952028
attack_memset 0.099004 361160510 160936412 73243652
attack_memset 0.100004 367546351 163782035 74538701
attack_memset 0.001011 3337509 1487025 676860
attack_memset 0.002006 9554957 4257683 1937741
attack_memset 0.003005 15739399 7013491 3191965
attack_memset 0.004005 21874113 9747123 4436108
attack_memset 0.005005 28105273 12523893 5699768
attack_memset 0.006005 34404482 15330886 6977257
attack_memset 0.007004 40615118 18098376 8236789
attack_memset 0.008005 46533424 20735626 9437031
attack_memset 0.009005 52645173 23459020 10676521
attack_memset 0.010005 58889947 26241861 11942940
attack_memset 0.011006 64508301 28745347 13082376
attack_memset 0.012010 70810747 31553782 14360522
attack_memset 0.013006 76850958 34245399 15585473
attack_memset 0.014005 83010947 36990429 16834708
attack_memset 0.015004 89274498 39781521 18104970
attack_memset 0.016005 95316785 42473935 19330375
attack_memset 0.017005 101530774 45243048 20590555
attack_memset 0.018005 107670412 47978876 21835695
attack_memset 0.019004 113875328 50743818 23094071
attack_memset 0.020005 120118113 53525645 24360124
attack_memset 0.021005 126420558 56334079 25638269
attack_memset 0.022005 132592900 59084620 26890004
attack_memset 0.023004 138732432 61820403 28135125
attack_memset 0.024008 144957162 64594178 29397518
attack_memset 0.025005 151088920 67326623 30641030
attack_memset 0.026005 157315797 70101354 31903854
attack_memset 0.027004 163493765 72854278 33156768
attack_memset 0.028005 169425479 75497508 34359726
attack_memset 0.029005 175638487 78266186 35619707
attack_memset 0.030004 182030369 81114376 36916016
attack_memset 0.031004 188372691 83940596 38202246
attack_memset 0.032005 194697547 86759021 39484930
attack_memset 0.033004 201139968 89629879 40791451
attack_memset 0.034004 207542553 92482967 42089895
attack_memset 0.035004 213913327 95321747 43381925
