lenovo, 0, attack, 0.001019, 3813, 28, 540, 650876, attack
lenovo, 0, attack, 0.002012, 9035, 1, 1014, 2277749, attack
lenovo, 0, attack, 0.003007, 9712, 2, 67, 2451457, attack
lenovo, 0, attack, 0.004009, 10072, 0, 755, 2461971, attack
lenovo, 0, attack, 0.005006, 9779, 2, 82, 2464499, attack
lenovo, 0, attack, 0.006006, 9921, 1, 74, 2481859, attack
lenovo, 0, attack, 0.007005, 10044, 1, 110, 2577326, attack
lenovo, 0, attack, 0.008006, 10244, 1, 159, 2663792, attack
lenovo, 0, attack, 0.009006, 10411, 3, 149, 2674686, attack
lenovo, 0, attack, 0.010009, 9834, 0, 1165, 2688273, attack
lenovo, 0, attack, 0.011010, 9934, 2, 1397, 2658994, attack
lenovo, 0, attack, 0.012006, 10381, 2, 242, 2633013, attack
lenovo, 0, attack, 0.013006, 10443, 3, 97, 2672616, attack
lenovo, 0, attack, 0.014007, 20750, 9, 136, 2666184, attack
lenovo, 0, attack, 0.015006, 10471, 2, 81, 2666314, attack
lenovo, 0, attack, 0.016007, 10264, 2, 249, 2670871, attack
lenovo, 0, attack, 0.017006, 10493, 2, 98, 2672924, attack
lenovo, 0, attack, 0.018006, 10549, 4, 90, 2675774, attack
lenovo, 0, attack, 0.019006, 10518, 2, 80, 2679621, attack
lenovo, 0, attack, 0.020006, 10559, 2, 82, 2666363, attack
lenovo, 0, attack, 0.021006, 10501, 3, 77, 2676451, attack
lenovo, 0, attack, 0.022005, 9555, 2, 370, 2586414, attack
lenovo, 0, attack, 0.023007, 9231, 1, 598, 2691107, attack
lenovo, 0, attack, 0.024007, 9408, 3, 471, 2638560, attack
lenovo, 0, attack, 0.025006, 9281, 1, 483, 2643449, attack
lenovo, 0, attack, 0.026005, 9282, 1, 383, 2679675, attack
lenovo, 0, attack, 0.027010, 16960, 27, 1494, 2511571, attack
lenovo, 0, attack, 0.028007, 11592, 2, 349, 2429729, attack
lenovo, 0, attack, 0.029004, 13090, 1, 20, 2652780, attack
lenovo, 0, attack, 0.030004, 13212, 0, 39, 2658570, attack
lenovo, 0, attack, 0.031004, 12946, 0, 28, 2679437, attack
lenovo, 0, attack, 0.032004, 12935, 1, 34, 2625258, attack
lenovo, 0, attack, 0.033004, 13184, 0, 25, 2675286, attack
