no_flush 0.001008 808 36 1233259 176617
no_flush 0.002004 2466 227 1473800 34191
no_flush 0.003003 543 250 1493135 26960
no_flush 0.004003 84 253 1493387 25522
no_flush 0.005003 37 250 1494144 25505
no_flush 0.006003 166 262 1484420 28254
no_flush 0.007003 1 252 1494564 25254
no_flush 0.008004 10 252 1497131 25865
no_flush 0.009002 2 255 1492798 24172
no_flush 0.010003 2 251 1490451 29614
no_flush 0.011005 4 252 1498372 25699
no_flush 0.012005 3 250 1492947 27486
no_flush 0.013004 0 0 1507049 998
no_flush 0.014003 5 248 1482242 36987
no_flush 0.015002 1 251 1491258 24382
no_flush 0.016003 1 264 1496513 25034
no_flush 0.017002 1 247 1495122 23949
no_flush 0.018003 2 249 1554375 28756
no_flush 0.019002 1 250 1494988 23912
no_flush 0.020002 1 250 1495960 24002
no_flush 0.021002 1 275 1495667 24920
no_flush 0.022004 3 255 1494135 28861
no_flush 0.023004 1 246 1494894 26376
no_flush 0.024002 1 257 1492789 25902
no_flush 0.025003 1 265 1496023 25182
no_flush 0.026003 3 234 1585373 25219
no_flush 0.027002 1 264 1653913 25083
no_flush 0.028002 1 237 1655016 25020
no_flush 0.029002 1 242 1655465 24068
no_flush 0.030002 3 257 1606126 30625
no_flush 0.031002 1 241 1654658 24990
no_flush 0.032002 1 250 1655245 24815
no_flush 0.033002 1 252 1654394 26408
no_flush 0.034003 2 264 1513595 176341
no_flush 0.035003 480 248 1494825 25673
no_flush 0.036002 13 242 1495141 24891
no_flush 0.037002 1 256 1495426 24988
no_flush 0.038002 1 242 1592603 28701
no_flush 0.039002 1 228 1654684 24852
no_flush 0.040002 1 277 1655011 25530
no_flush 0.041002 1 241 1654541 26171
no_flush 0.042002 1 269 1627777 28236
no_flush 0.043002 1 256 1654626 24986
no_flush 0.044002 1 241 1655197 24771
no_flush 0.045002 1 258 1655058 24928
no_flush 0.046002 1 264 1629374 30202
no_flush 0.047002 1 251 1626004 25011
no_flush 0.048002 1 240 1654599 25962
no_flush 0.049002 1 228 1655031 25111
no_flush 0.050002 1 248 1629111 28959
no_flush 0.051002 1 245 1654539 26367
no_flush 0.052002 1 273 1631269 26479
no_flush 0.053002 1 246 1655045 24773
no_flush 0.054002 1 244 1628930 28796
no_flush 0.055002 1 238 1654673 24933
no_flush 0.056002 1 249 1655169 24966
no_flush 0.057002 1 225 1654248 26916
no_flush 0.058002 1 266 1616246 51470
no_flush 0.059002 1 251 1654929 25040
no_flush 0.060002 1 235 1655026 25060
no_flush 0.061002 1 230 1655136 24916
no_flush 0.062002 1 237 1626513 40797
no_flush 0.063002 11 245 1654564 24452
no_flush 0.064002 1 250 1655438 24192
no_flush 0.065002 2 526 1641109 49557
no_flush 0.066002 1 268 1627011 28542
no_flush 0.067002 1 244 1654665 25659
no_flush 0.068002 1 246 1654905 25355
no_flush 0.069002 1 261 1655113 24989
no_flush 0.070002 1 233 1626648 33155
no_flush 0.071002 1 240 1654139 26480
no_flush 0.072002 1 278 1654538 26526
no_flush 0.073002 1 228 1654435 26363
no_flush 0.074002 3 287 1627228 34628
no_flush 0.075002 1 256 1655326 24304
no_flush 0.076002 1 270 1655132 24952
no_flush 0.077002 1 252 1655000 24949
no_flush 0.078002 2 250 1625626 34998
no_flush 0.079002 1 246 1654695 24940
no_flush 0.080002 1 245 1655041 25142
no_flush 0.081002 1 244 1654458 26453
no_flush 0.082002 1 276 1650897 34132
no_flush 0.083002 1 254 1655033 24922
no_flush 0.084002 1 258 1655231 24928
no_flush 0.085002 1 233 1654532 26306
no_flush 0.086002 1 266 1650523 36049
no_flush 0.087002 1 260 1654384 26621
no_flush 0.088002 1 257 1654771 26028
no_flush 0.089002 1 244 1655150 24928
no_flush 0.090002 2 276 1650701 35250
no_flush 0.091002 1 255 1654938 25012
no_flush 0.092002 1 238 1654916 25539
no_flush 0.093002 1 268 1654772 25823
no_flush 0.094002 2 236 1650761 35329
no_flush 0.095002 5 492 1652220 30570
no_flush 0.096002 1 252 1645315 40122
no_flush 0.097002 1 243 1654437 26445
no_flush 0.098002 1 248 1650662 35393
no_flush 0.099002 1 225 1654978 25503
no_flush 0.100002 1 249 1654577 26463
no_flush 0.101002 1 266 1655071 25251
no_flush 0.102002 1 253 1653003 28594
no_flush 0.103002 1 245 1655060 25020
no_flush 0.104002 1 246 1655156 24962
no_flush 0.105002 1 273 1654678 26501
no_flush 0.106002 4 255 1649924 36766
no_flush 0.107002 1 256 1654382 26475
no_flush 0.108002 1 259 1655448 24339
no_flush 0.109003 1 257 1611713 26887
no_flush 0.110002 3 255 1648254 35757
no_flush 0.111002 1 264 1654340 26508
no_flush 0.112002 1 260 1654419 26571
no_flush 0.113002 1 271 1654318 26527
no_flush 0.114002 1 250 1651062 34772
no_flush 0.115002 1 258 1654985 24975
no_flush 0.116002 1 261 1655143 25086
no_flush 0.117002 1 253 1654995 25014
no_flush 0.118002 1 249 1651005 31332
no_flush 0.119002 1 267 1655171 25088
no_flush 0.120002 1 248 1654636 26467
no_flush 0.121002 1 265 1654764 25697
no_flush 0.122002 1 247 1650697 35777
no_flush 0.123002 1 262 1654706 26034
