attack 0.001015 4975 41 484 2716578
attack 0.002005 8036 198 235 2952930
attack 0.003008 5248 0 63 2446047
attack 0.004011 4015 242 245 2358458
attack 0.005009 3896 0 21 2239575
attack 0.006005 4975 254 285 2275908
attack 0.007003 4970 290 249 2235309
attack 0.008003 4952 1 57 2314874
attack 0.009009 4425 294 233 2295567
attack 0.010006 3431 0 31 2325902
attack 0.011009 3260 277 237 2339668
attack 0.012212 4401 2 29 2801212
attack 0.013009 2778 270 209 1836806
attack 0.014011 4164 3 109 2331911
attack 0.015009 3818 263 221 2306106
attack 0.016005 4611 4 90 2310999
attack 0.017006 3543 290 232 2343664
attack 0.018006 3244 3 27 2325666
attack 0.019005 4488 287 287 2319776
attack 0.020003 4597 1 48 2391362
attack 0.021003 4482 295 245 2325939
attack 0.022002 4546 0 52 2333743
attack 0.023003 4455 284 256 2285853
attack 0.024003 4452 286 193 2241954
attack 0.025004 4596 3 100 2339436
attack 0.026003 4598 276 233 2260296
attack 0.027003 5088 0 72 2337051
attack 0.028006 3634 284 256 2335794
attack 0.029006 2026 0 15 2424530
attack 0.030003 2181 0 15 3117115
attack 0.031002 3186 271 216 2335881
attack 0.032007 2466 4 33 2285255
attack 0.033006 4464 283 237 2312181
attack 0.034003 4522 0 52 2324527
attack 0.035003 4541 263 251 2329842
attack 0.036003 4537 1 44 2331453
attack 0.037003 4584 283 270 2322724
attack 0.038003 4572 261 260 2250157
attack 0.039003 4632 0 64 2338505
attack 0.040003 5908 238 237 2321686
attack 0.041003 4489 0 39 2335243
attack 0.042002 4723 285 244 2308189
attack 0.043003 4298 3 83 2259945
attack 0.044003 5651 309 232 2316233
attack 0.045003 4729 282 247 2306608
attack 0.046004 4556 3 37 2271129
attack 0.047003 4495 291 231 2305636
attack 0.048003 4513 3 52 2254151
attack 0.049003 4552 280 225 2327359
attack 0.050002 4477 292 233 2246458
attack 0.051002 4590 0 54 2339271
attack 0.052003 4432 295 264 2323186
attack 0.053003 4568 0 44 2336786
attack 0.054003 4507 289 231 2308722
attack 0.055002 4553 0 34 2232838
attack 0.056005 4396 266 266 2317026
attack 0.057003 4385 297 228 2316693
attack 0.058002 4492 0 39 2336192
attack 0.059002 4537 256 244 2329087
attack 0.060003 4610 2 62 2332928
attack 0.061003 4421 284 243 2298155
attack 0.062002 4486 0 42 2249589
attack 0.063002 4433 282 253 2300867
attack 0.064003 4482 292 236 2226650
attack 0.065003 4621 0 40 2305189
attack 0.066002 4446 283 234 2230354
attack 0.067002 4561 0 44 2257892
attack 0.068003 4469 262 238 2319817
attack 0.069003 4508 267 256 2253271
attack 0.070002 4577 0 41 2325417
attack 0.071002 4560 273 242 2247566
attack 0.072003 4516 4 56 2336095
attack 0.073003 4417 300 235 2294353
attack 0.074002 4617 247 170 2245635
attack 0.075003 4700 9 112 2341115
attack 0.076003 4499 283 245 2243398
attack 0.077002 4638 0 48 2338106
attack 0.078002 4589 267 260 2306268
attack 0.079002 4612 0 58 2259774
attack 0.080003 4499 280 252 2314677
attack 0.081004 4550 282 240 2252379
attack 0.082002 4556 0 43 2336605
attack 0.083003 4502 261 251 2327474
attack 0.084003 4682 1 50 2337044
attack 0.085003 4557 261 256 2301023
attack 0.086002 4533 258 240 2223683
attack 0.087002 4570 0 44 2327855
attack 0.088003 4611 271 242 2327131
attack 0.089003 4649 0 53 2257304
attack 0.090002 4503 266 266 2325003
attack 0.091002 4535 269 231 2249130
attack 0.092003 4682 1 44 2281624
attack 0.093003 4462 257 230 2229722
attack 0.094002 4711 0 52 2336953
attack 0.095002 4535 265 248 2312793
attack 0.096003 4581 1 48 2286576
attack 0.097002 4558 273 243 2311320
attack 0.098002 4510 264 241 2250456
attack 0.099002 4722 0 52 2335841
attack 0.100003 4633 260 265 2323837
attack 0.101003 4661 0 56 2337786
attack 0.102002 4482 240 251 2305838
attack 0.103002 4424 271 249 2226675
attack 0.104003 4643 1 43 2326304
attack 0.105002 4534 279 258 2328313
attack 0.106002 4632 0 50 2337486
attack 0.107002 4470 264 253 2326296
attack 0.108003 4697 1 60 2337612
attack 0.109002 4587 273 255 2326515
attack 0.110002 4566 227 265 2242989
attack 0.111002 4631 0 55 2337940
attack 0.112003 4632 254 262 2324738
attack 0.113003 4681 0 59 2340908
attack 0.114002 4539 245 248 2307190
attack 0.115003 4610 0 38 2236939
attack 0.116004 4554 267 265 2305356
attack 0.117003 4505 268 241 2237840
attack 0.118003 4631 0 51 2306870
attack 0.119003 4434 270 236 2229619
attack 0.120003 4603 1 54 2249254
attack 0.121002 4578 275 243 2328052
attack 0.122003 4506 274 252 2247022
attack 0.123002 4625 0 56 2341651
attack 0.124003 4694 249 273 2326206
attack 0.125003 4588 0 43 2340243
