double_sided 0.001020 4174 5 65 2349064
double_sided 0.002008 4544 0 27 2571699
double_sided 0.003005 4705 0 20 2625610
double_sided 0.004005 4701 1 22 2625893
double_sided 0.005005 4719 0 38 2627331
double_sided 0.006005 4770 0 33 2628976
double_sided 0.007004 4572 0 27 2631897
double_sided 0.008005 4748 2 53 2625291
double_sided 0.009005 4634 0 24 2625461
double_sided 0.010005 4679 0 24 2628288
double_sided 0.011004 4720 0 28 2632581
double_sided 0.012005 4523 7 18 2552734
double_sided 0.013005 4721 0 21 2624961
double_sided 0.014005 4815 0 37 2633448
double_sided 0.015004 4612 0 31 2628300
double_sided 0.016005 4740 2 49 2618858
double_sided 0.017005 4695 0 22 2634139
double_sided 0.018005 4654 0 34 2634271
double_sided 0.019004 4565 0 22 2631495
double_sided 0.020005 4596 2 50 2598175
double_sided 0.021004 4658 0 30 2631734
double_sided 0.022004 4779 0 30 2697075
double_sided 0.023004 4571 0 16 2628952
double_sided 0.024005 4587 1 14 2653148
double_sided 0.025005 4670 0 26 2722247
double_sided 0.026005 4643 0 28 2631513
double_sided 0.027004 4636 0 33 2630247
double_sided 0.028005 4662 1 27 2628730
double_sided 0.029005 4518 0 26 2634817
double_sided 0.030004 4662 0 28 2626492
double_sided 0.031004 4635 0 17 2628157
double_sided 0.032005 4697 1 31 2627299
double_sided 0.033004 4582 0 21 2628986
double_sided 0.034005 4613 0 25 2630344
double_sided 0.035004 4610 0 19 2626889
double_sided 0.036005 4627 3 35 2625389
double_sided 0.037004 4652 0 34 2626252
double_sided 0.038005 4647 0 14 2627287
double_sided 0.039004 4653 0 17 2625761
double_sided 0.040005 4699 1 34 2628512
double_sided 0.041005 4638 0 17 2627072
double_sided 0.042005 4565 0 44 2624777
double_sided 0.043005 4590 0 33 2631552
double_sided 0.044005 4682 0 14 2624272
double_sided 0.045004 4674 0 34 2634362
double_sided 0.046004 4614 0 24 2627440
double_sided 0.047004 4696 0 24 2629233
double_sided 0.048005 4644 0 29 2630621
double_sided 0.049004 4598 0 16 2632606
double_sided 0.050005 4599 0 19 2634904
double_sided 0.051004 4707 0 26 2628139
double_sided 0.052005 4613 0 33 2625214
double_sided 0.053005 4566 0 19 2630042
double_sided 0.054004 4663 0 32 2664397
double_sided 0.055004 4622 0 18 2691255
double_sided 0.056005 4649 0 44 2636239
double_sided 0.057006 4630 0 15 2687438
double_sided 0.058005 4675 0 32 2629897
double_sided 0.059004 4702 0 32 2669832
double_sided 0.060005 5018 0 34 2725157
double_sided 0.061005 4682 0 20 2723747
double_sided 0.062004 4658 0 20 2628177
double_sided 0.063004 4668 0 22 2631003
double_sided 0.064005 4692 0 61 2627374
double_sided 0.065005 4762 0 30 2636121
double_sided 0.066005 4630 0 19 2627449
double_sided 0.067004 4545 0 19 2629535
double_sided 0.068005 4671 0 34 2626153
double_sided 0.069005 4500 0 26 2585982
double_sided 0.070005 4684 0 40 2629248
double_sided 0.071004 4742 0 41 2629670
double_sided 0.072005 4610 0 26 2623639
double_sided 0.073005 4658 0 25 2633397
double_sided 0.074005 4741 0 35 2622992
double_sided 0.075004 4705 0 37 2636454
double_sided 0.076005 4596 0 21 2627172
double_sided 0.077005 4687 3 18 2633255
double_sided 0.078005 4809 0 32 2627622
double_sided 0.079004 4718 0 22 2626760
double_sided 0.080005 4647 1 38 2628473
double_sided 0.081005 4719 0 31 2629558
double_sided 0.082005 4584 0 20 2630554
double_sided 0.083004 4635 0 28 2627983
double_sided 0.084005 4657 0 22 2624284
double_sided 0.085005 4491 0 18 2633643
double_sided 0.086005 4549 0 19 2625364
double_sided 0.087004 4604 0 53 2635804
double_sided 0.088005 4708 0 33 2620404
double_sided 0.089005 4732 0 35 2559826
double_sided 0.090004 4709 0 17 2626767
double_sided 0.091004 4717 0 22 2622333
double_sided 0.092005 4727 0 26 2631422
double_sided 0.093004 4718 0 24 2628029
double_sided 0.094004 4734 0 27 2629230
double_sided 0.095004 4699 0 28 2632057
double_sided 0.096005 4660 0 26 2627224
double_sided 0.097004 4606 0 19 2627084
double_sided 0.098004 4652 0 20 2633949
double_sided 0.099005 4644 0 31 2628892
double_sided 0.100005 4645 1 28 2685120
double_sided 0.101005 4679 0 18 2726398
double_sided 0.102005 4636 0 22 2723372
double_sided 0.103004 4705 0 23 2712860
double_sided 0.104005 4577 4 47 2588130
double_sided 0.105005 4635 0 25 2529293
double_sided 0.106005 4601 0 18 2625731
double_sided 0.107004 4713 0 30 2626066
double_sided 0.108005 4666 0 40 2654028
double_sided 0.109005 4675 0 32 2685571
double_sided 0.110005 4675 0 28 2633349
double_sided 0.111004 4703 0 28 2630175
double_sided 0.112005 4675 1 26 2624890
double_sided 0.113005 4663 0 21 2624498
double_sided 0.114005 4680 0 24 2696487
double_sided 0.115004 4636 0 23 2630585
double_sided 0.116005 4606 0 32 2628466
double_sided 0.117005 4736 0 31 2631203
double_sided 0.118005 4656 0 22 2628417
double_sided 0.119004 4617 0 38 2628261
double_sided 0.120005 4617 0 18 2628483
double_sided 0.121006 4654 0 30 2631164
double_sided 0.122004 4591 0 30 2627786
double_sided 0.123004 4595 0 25 2631989
double_sided 0.124005 4699 0 39 2628588
double_sided 0.125004 4639 0 26 2624295
double_sided 0.126004 4640 0 43 2631367
double_sided 0.127004 4614 0 27 2628662
double_sided 0.128005 4701 0 28 2662477
double_sided 0.129004 4678 0 27 2718375
double_sided 0.130004 4698 0 19 2631487
double_sided 0.131004 4621 0 12 2635314
double_sided 0.132005 4604 0 17 2625992
double_sided 0.133005 4651 0 28 2632029
double_sided 0.134005 4669 0 19 2631996
double_sided 0.135004 4649 0 38 2627995
double_sided 0.136005 4705 0 24 2625832
double_sided 0.137005 4625 0 22 2627173
double_sided 0.138004 4659 0 24 2631355
double_sided 0.139004 4700 0 41 2633527
double_sided 0.140005 4726 0 19 2558073
double_sided 0.141004 4672 0 36 2533539
double_sided 0.142004 4683 0 53 2566867
double_sided 0.143004 4686 0 19 2621278
double_sided 0.144005 4820 0 46 2562573
double_sided 0.145004 4799 0 38 2632078
double_sided 0.146005 4760 0 20 2627638
double_sided 0.147004 4718 0 34 2624573
double_sided 0.148005 4782 0 30 2551816
double_sided 0.149005 4741 0 17 2630752
double_sided 0.150005 4708 0 30 2632584
double_sided 0.151004 4594 0 24 2633800
double_sided 0.152005 4614 0 35 2629373
double_sided 0.153004 4657 0 32 2609844
double_sided 0.154004 4761 0 37 2575410
double_sided 0.155004 4757 0 23 2605342
double_sided 0.156005 4685 0 32 2527794
double_sided 0.157005 4704 0 38 2531528
double_sided 0.158005 4747 0 33 2531639
double_sided 0.159004 4704 0 62 2537469
double_sided 0.160005 4754 0 37 2528729
double_sided 0.161005 4729 0 22 2530016
double_sided 0.162004 4758 0 33 2528835
double_sided 0.163004 4577 0 33 2534984
double_sided 0.164005 4691 1 29 2526943
double_sided 0.165005 4653 0 30 2535045
double_sided 0.166004 4760 0 29 2531827
