# started on Thu Feb 29 14:26:13 2024

#           time             counts unit events
     0.001173750              1 098      cpu_core/event=0x2e,umask=0x41/u                                   
     0.001173750              1 334      cpu_core/event=0x24,umask=0xc1/u                                   
     0.001173750             22 988      cpu_core/event=0xd1,umask=0x01/u                                   
     0.001173750            351 518      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.002560253              7 894      cpu_core/event=0x2e,umask=0x41/u                                   
     0.002560253                  0      cpu_core/event=0x24,umask=0xc1/u                                   
     0.002560253                 24      cpu_core/event=0xd1,umask=0x01/u                                   
     0.002560253          1 627 720      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.003806861              7 793      cpu_core/event=0x2e,umask=0x41/u                                   
     0.003806861                  1      cpu_core/event=0x24,umask=0xc1/u                                   
     0.003806861                 61      cpu_core/event=0xd1,umask=0x01/u                                   
     0.003806861          1 573 035      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.005139859              9 216      cpu_core/event=0x2e,umask=0x41/u                                   
     0.005139859                  0      cpu_core/event=0x24,umask=0xc1/u                                   
     0.005139859                 28      cpu_core/event=0xd1,umask=0x01/u                                   
     0.005139859          1 806 482      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.006458900             15 218      cpu_core/event=0x2e,umask=0x41/u                                   
     0.006458900                  0      cpu_core/event=0x24,umask=0xc1/u                                   
     0.006458900                 36      cpu_core/event=0xd1,umask=0x01/u                                   
     0.006458900          3 841 302      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.007678526             19 570      cpu_core/event=0x2e,umask=0x41/u                                   
     0.007678526                224      cpu_core/event=0x24,umask=0xc1/u                                   
     0.007678526                211      cpu_core/event=0xd1,umask=0x01/u                                   
     0.007678526          5 490 858      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.008879343             19 542      cpu_core/event=0x2e,umask=0x41/u                                   
     0.008879343                  0      cpu_core/event=0x24,umask=0xc1/u                                   
     0.008879343                 21      cpu_core/event=0xd1,umask=0x01/u                                   
     0.008879343          5 461 596      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.010080085             20 121      cpu_core/event=0x2e,umask=0x41/u                                   
     0.010080085                  0      cpu_core/event=0x24,umask=0xc1/u                                   
     0.010080085                  6      cpu_core/event=0xd1,umask=0x01/u                                   
     0.010080085          5 523 230      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.011340727             20 058      cpu_core/event=0x2e,umask=0x41/u                                   
     0.011340727                219      cpu_core/event=0x24,umask=0xc1/u                                   
     0.011340727                156      cpu_core/event=0xd1,umask=0x01/u                                   
     0.011340727          5 615 956      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.012541379             19 150      cpu_core/event=0x2e,umask=0x41/u                                   
     0.012541379                  0      cpu_core/event=0x24,umask=0xc1/u                                   
     0.012541379                 60      cpu_core/event=0xd1,umask=0x01/u                                   
     0.012541379          5 414 598      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.013737047             19 821      cpu_core/event=0x2e,umask=0x41/u                                   
     0.013737047                  0      cpu_core/event=0x24,umask=0xc1/u                                   
     0.013737047                 25      cpu_core/event=0xd1,umask=0x01/u                                   
     0.013737047          5 502 928      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.014937588             19 678      cpu_core/event=0x2e,umask=0x41/u                                   
     0.014937588                214      cpu_core/event=0x24,umask=0xc1/u                                   
     0.014937588                186      cpu_core/event=0xd1,umask=0x01/u                                   
     0.014937588          5 445 503      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.016075736             17 472      cpu_core/event=0x2e,umask=0x41/u                                   
     0.016075736                  0      cpu_core/event=0x24,umask=0xc1/u                                   
     0.016075736                 37      cpu_core/event=0xd1,umask=0x01/u                                   
     0.016075736          5 114 852      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.017285254             19 929      cpu_core/event=0x2e,umask=0x41/u                                   
     0.017285254                  0      cpu_core/event=0x24,umask=0xc1/u                                   
     0.017285254                 42      cpu_core/event=0xd1,umask=0x01/u                                   
     0.017285254          5 523 036      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.018500582             20 104      cpu_core/event=0x2e,umask=0x41/u                                   
     0.018500582                  0      cpu_core/event=0x24,umask=0xc1/u                                   
     0.018500582                 49      cpu_core/event=0xd1,umask=0x01/u                                   
     0.018500582          5 599 115      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.019734632             19 561      cpu_core/event=0x2e,umask=0x41/u                                   
     0.019734632                321      cpu_core/event=0x24,umask=0xc1/u                                   
     0.019734632                197      cpu_core/event=0xd1,umask=0x01/u                                   
     0.019734632          5 555 886      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.020936375             19 764      cpu_core/event=0x2e,umask=0x41/u                                   
     0.020936375                  0      cpu_core/event=0x24,umask=0xc1/u                                   
     0.020936375                 43      cpu_core/event=0xd1,umask=0x01/u                                   
     0.020936375          5 517 151      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.022134781             19 951      cpu_core/event=0x2e,umask=0x41/u                                   
     0.022134781                226      cpu_core/event=0x24,umask=0xc1/u                                   
     0.022134781                 65      cpu_core/event=0xd1,umask=0x01/u                                   
     0.022134781          5 515 297      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.023343037             19 721      cpu_core/event=0x2e,umask=0x41/u                                   
     0.023343037                  6      cpu_core/event=0x24,umask=0xc1/u                                   
     0.023343037                128      cpu_core/event=0xd1,umask=0x01/u                                   
     0.023343037          5 467 635      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.024550729             18 584      cpu_core/event=0x2e,umask=0x41/u                                   
     0.024550729                  1      cpu_core/event=0x24,umask=0xc1/u                                   
     0.024550729                 27      cpu_core/event=0xd1,umask=0x01/u                                   
     0.024550729          5 499 834      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.025754374             20 173      cpu_core/event=0x2e,umask=0x41/u                                   
     0.025754374                  0      cpu_core/event=0x24,umask=0xc1/u                                   
     0.025754374                 25      cpu_core/event=0xd1,umask=0x01/u                                   
     0.025754374          5 539 967      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.026956517             19 906      cpu_core/event=0x2e,umask=0x41/u                                   
     0.026956517                215      cpu_core/event=0x24,umask=0xc1/u                                   
     0.026956517                191      cpu_core/event=0xd1,umask=0x01/u                                   
     0.026956517          5 529 164      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.028094352             17 767      cpu_core/event=0x2e,umask=0x41/u                                   
     0.028094352                  1      cpu_core/event=0x24,umask=0xc1/u                                   
     0.028094352                 33      cpu_core/event=0xd1,umask=0x01/u                                   
     0.028094352          5 175 499      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.029302250             18 832      cpu_core/event=0x2e,umask=0x41/u                                   
     0.029302250                  0      cpu_core/event=0x24,umask=0xc1/u                                   
     0.029302250                123      cpu_core/event=0xd1,umask=0x01/u                                   
     0.029302250          5 498 613      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.030509253             19 777      cpu_core/event=0x2e,umask=0x41/u                                   
     0.030509253                145      cpu_core/event=0x24,umask=0xc1/u                                   
     0.030509253                222      cpu_core/event=0xd1,umask=0x01/u                                   
     0.030509253          5 471 826      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
#           time             counts unit events
     0.031750880             19 939      cpu_core/event=0x2e,umask=0x41/u                                   
     0.031750880                  1      cpu_core/event=0x24,umask=0xc1/u                                   
     0.031750880                 49      cpu_core/event=0xd1,umask=0x01/u                                   
     0.031750880          5 689 296      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.032954892             19 725      cpu_core/event=0x2e,umask=0x41/u                                   
     0.032954892                  0      cpu_core/event=0x24,umask=0xc1/u                                   
     0.032954892                 44      cpu_core/event=0xd1,umask=0x01/u                                   
     0.032954892          5 541 174      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.034157054             19 520      cpu_core/event=0x2e,umask=0x41/u                                   
     0.034157054                172      cpu_core/event=0x24,umask=0xc1/u                                   
     0.034157054                216      cpu_core/event=0xd1,umask=0x01/u                                   
     0.034157054          5 453 151      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.035362506             19 894      cpu_core/event=0x2e,umask=0x41/u                                   
     0.035362506                  0      cpu_core/event=0x24,umask=0xc1/u                                   
     0.035362506                 38      cpu_core/event=0xd1,umask=0x01/u                                   
     0.035362506          5 550 014      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.036569710             19 293      cpu_core/event=0x2e,umask=0x41/u                                   
     0.036569710                  1      cpu_core/event=0x24,umask=0xc1/u                                   
     0.036569710                 65      cpu_core/event=0xd1,umask=0x01/u                                   
     0.036569710          5 559 910      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.037773247             19 599      cpu_core/event=0x2e,umask=0x41/u                                   
     0.037773247                158      cpu_core/event=0x24,umask=0xc1/u                                   
     0.037773247                215      cpu_core/event=0xd1,umask=0x01/u                                   
     0.037773247          5 433 390      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
     0.038975773             19 865      cpu_core/event=0x2e,umask=0x41/u                                   
     0.038975773                  0      cpu_core/event=0x24,umask=0xc1/u                                   
     0.038975773                 23      cpu_core/event=0xd1,umask=0x01/u                                   
     0.038975773          5 535 482      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                   
