1.62841548488656E-05	1.73913112414463E-05	3.51155749968843E-05
2.6388829728855E-05	0.00115209977172127	0.00228815270205478
3.2638096648919E-07	6.17426649260078E-07	1.72907459954034E-06
5.5432510179756E-07	2.27385096626047E-07	1.87412812748317E-07
2.30778048968092E-07	1.0329953330417E-05	1.42257216270157E-05
3.04890985798138E-06	3.46547706220266E-05	4.6112208328706E-05
1.03147506488375E-05	0.000152100110681517	0.000305424470432787
1.53902847972202E-05	0.000233281777944864	0.00046421788864862
2.76325073947077E-05	0.000270072593155106	0.000537894897047841
1.45657621801291E-07	3.14765904027016E-07	8.37931939284143E-07
6.00935050277239E-07	8.24583298891363E-08	7.99627981078083E-08
2.37849243051309E-07	1.36739255413705E-05	1.88115509140362E-05
3.02245518862964E-06	2.04435539369315E-05	2.73549891863876E-05
9.46027368632809E-06	0.000123075315133246	0.000244988303823601
1.43797752270129E-05	1.52526766838126E-05	3.10500203053376E-05
2.82543282852137E-05	0.000413894974769755	0.000822491879676969
1.51052349349558E-07	3.20819094489074E-07	8.24631443279395E-07
6.0426433134006E-07	9.49520171850158E-08	1.19944197761155E-07
2.3206372144516E-07	4.18635947998767E-06	5.75363678108936E-06
3.21425216871745E-06	3.76175677397989E-07	4.05120092932234E-07
1.01926819717212E-05	0.00047961618986014	0.000960464929480048
2.15308496267584E-05	0.000231175960116897	0.000459397920455471
2.76713609264993E-05	0.000469927768856774	0.000932344261627602
1.45657621801291E-07	1.45276607144258E-07	3.05911855675149E-07
5.92611847175439E-07	3.49823240438513E-08	2.49883769063658E-09
2.29492377017282E-07	4.55340340194169E-07	6.09404942187908E-07
3.16134279344662E-06	0.00147397066753736	0.00196631768167427
9.21613815369503E-06	5.26122340411896E-05	0.000106445910218734
1.53514228281643E-05	0.000186989807767941	0.000371798056274348
2.79045324539234E-05	0.000128203103030085	0.000254065489948497
1.34868166879374E-07	2.90553145696331E-07	8.24631454247412E-07
5.54325105488567E-07	2.24886355366963E-08	1.49930246452141E-08
2.30778049635677E-07	6.19121150566851E-06	8.5054232731926E-06
3.32668514376819E-06	2.03707800258136E-05	2.72577604946815E-05
1.08640582225632E-05	0.000159060665591369	0.000319350829103603
1.53902734326921E-05	0.00070636314642392	0.00140446678211055
2.74770395716784E-05	0.000131780026636409	0.000260396282233382
1.51052349757001E-07	1.8764891227492E-07	5.98522869498991E-07
6.0093505227792E-07	3.49823230823233E-08	3.49837256582831E-08
2.29813795946392E-07	6.35308336560834E-06	8.73750630032407E-06
3.22086613323083E-06	5.56574986550764E-05	7.43069803460352E-05
1.01926813496209E-05	0.000161619692993383	0.000324459959712278
1.51959470737989E-05	0.000127852568063914	0.000254836314823251
2.82543359718038E-05	0.000305367608552017	0.000605537829299299
1.429602584346E-07	2.96606334436257E-07	6.78325891699286E-07
5.72636145962443E-07	3.22337110970185E-07	6.67189601713621E-07
2.31099467754944E-07	9.09469711575532E-06	1.24963902821575E-05
3.1613429607117E-06	1.53790166613344E-05	2.06018550311505E-05
1.09250909239166E-05	0.00016845845015052	0.000338143268739424
1.64007414689717E-05	0.000309545312604858	0.000614258703750988
2.76713727562044E-05	0.00021859867007997	0.000432968357917363
1.37565530588026E-07	2.66340388391598E-07	7.04926925811814E-07
6.04264332345942E-07	7.24633815359331E-08	8.24616355486773E-08
2.32385139043127E-07	7.19543479233655E-06	9.88739246695958E-06
3.24732060666721E-06	1.76650864540327E-05	2.36500435538893E-05
9.39924023621878E-06	8.54515344532042E-07	4.88311769485593E-07
1.57011953700906E-05	6.91231769566699E-05	0.000135857366072437
2.7593632384571E-05	0.000190613071361939	0.000377921967662615
1.51052348942115E-07	2.23968052519031E-07	4.12315814867858E-07
6.07593613425389E-07	5.24734838367802E-08	3.74825626433263E-08
2.30778049561501E-07	6.15222531871918E-06	8.45775451775998E-06
