no_flush 0.001017 533777 355605 355587
no_flush 0.002007 1611556 1073554 1073506
no_flush 0.003004 2983348 1987512 1987434
no_flush 0.004004 4340018 2891103 2890980
no_flush 0.005003 6008205 4002373 4002211
no_flush 0.006003 7857826 5234597 5234384
no_flush 0.007004 9684984 6451847 6451589
no_flush 0.008008 11476201 7645136 7644833
no_flush 0.009003 13629314 9079689 9079341
no_flush 0.010003 15819896 10538936 10538528
no_flush 0.011004 18015211 12001624 12001171
no_flush 0.012003 20203108 13459081 13458568
no_flush 0.013003 22395136 14919292 14918719
no_flush 0.014003 24605903 16392281 16391663
no_flush 0.015003 26953902 17956473 17955795
no_flush 0.016003 29383717 19575209 19574471
no_flush 0.017003 31814406 21194527 21193729
no_flush 0.018003 34242437 22811789 22810922
no_flush 0.019003 36594310 24378848 24377930
no_flush 0.020004 38915722 25925315 25924337
no_flush 0.021003 41104300 27383226 27382188
no_flush 0.022003 43296622 28843633 28842535
no_flush 0.023004 45494391 30307957 30306814
no_flush 0.024005 47651316 31744766 31743563
no_flush 0.025003 49855010 33213040 33211792
no_flush 0.026003 52044235 34671382 34670074
no_flush 0.027004 54234344 36130314 36128946
no_flush 0.028003 56663267 37748455 37747027
no_flush 0.029003 59094185 39367926 39366438
no_flush 0.030003 61524896 40987259 40985711
no_flush 0.031004 63892671 42564635 42563027
no_flush 0.032003 66320133 44181802 44180134
no_flush 0.033003 68750829 45801125 45799397
no_flush 0.034003 71181228 47420250 47418462
no_flush 0.035003 73535722 48988772 48986924
no_flush 0.036003 75961972 50605131 50603223
no_flush 0.037003 78205601 52099743 52097775
no_flush 0.038003 80415971 53572467 53570454
no_flush 0.039003 82772667 55142457 55140384
no_flush 0.040003 85201362 56760446 56758313
no_flush 0.041003 87632044 58379760 58377567
no_flush 0.042003 90062529 59998942 59996689
no_flush 0.043003 92452507 61591120 61588807
no_flush 0.044003 94883320 63210521 63208148
no_flush 0.045003 97314520 64830180 64827747
no_flush 0.046003 99725451 66436041 66433533
no_flush 0.047003 102124738 68034426 68031864
no_flush 0.048005 104451986 69585068 69582455
no_flush 0.049008 106643543 71044965 71042292
no_flush 0.050006 108522588 72296806 72294088
no_flush 0.051011 110409659 73553998 73551235
no_flush 0.052006 112248540 74779063 74776255
no_flush 0.053005 114041443 75973476 75970623
no_flush 0.054005 115969319 77257586 77254673
no_flush 0.055004 118140457 78704156 78701198
no_flush 0.056003 120328947 80162008 80158990
no_flush 0.057003 122524189 81624647 81621584
no_flush 0.058006 124695944 83071343 83068220
no_flush 0.059007 126860336 84513130 84509947
no_flush 0.060006 128731863 85759959 85756731
no_flush 0.061004 130433989 86893854 86890581
no_flush 0.062003 132318881 88149593 88146275
no_flush 0.063005 134035435 89293107 89289744
no_flush 0.064005 135853451 90504262 90500854
no_flush 0.065003 138168440 92046448 92042986
no_flush 0.066004 140492007 93594636 93591123
no_flush 0.067004 142803484 95134480 95130907
no_flush 0.068003 145232305 96752553 96748920
no_flush 0.069003 147661234 98370698 98367005
no_flush 0.070004 149974198 99911533 99907780
no_flush 0.071004 152109044 101333623 101329810
no_flush 0.072003 154532930 102948406 102944533
no_flush 0.073003 156961124 104566061 104562128
no_flush 0.074003 159277256 106109008 106105015
no_flush 0.075003 161640331 107683251 107679198
no_flush 0.076003 164070495 109302219 109298106
no_flush 0.077003 166502550 110922448 110918275
no_flush 0.078003 168933378 112541859 112537626
no_flush 0.079003 171286663 114109575 114105282
no_flush 0.080003 173717173 115728774 115724421
no_flush 0.081003 176148637 117348609 117344196
no_flush 0.082003 178579883 118968299 118963826
no_flush 0.083003 180960083 120553958 120549425
no_flush 0.084003 183390131 122172849 122168256
no_flush 0.085003 185819225 123791104 123786451
no_flush 0.086003 188246082 125407868 125403155
no_flush 0.087003 190572633 126957761 126952988
no_flush 0.088003 193002513 128576540 128571707
no_flush 0.089003 195433914 130196333 130191440
no_flush 0.090003 197863722 131815064 131810111
no_flush 0.091003 200238859 133397348 133392335
no_flush 0.092003 202667785 135015491 135010418
no_flush 0.093003 205099066 136635204 136630071
no_flush 0.094003 207529178 138254138 138248945
no_flush 0.095003 209921384 139847801 139842548
no_flush 0.096003 212351351 141466638 141461325
no_flush 0.097003 214782461 143086237 143080864
no_flush 0.098003 217212599 144705188 144699755
no_flush 0.099003 219597841 146294209 146288716
no_flush 0.100003 222028869 147913753 147908200
no_flush 0.101003 224460525 149533716 149528103
no_flush 0.102003 226888194 151151021 151145348
no_flush 0.103003 229261621 152732165 152726432
no_flush 0.104003 231666913 154334552 154328759
no_flush 0.105003 234098086 155954193 155948340
no_flush 0.106003 236527735 157572818 157566905
no_flush 0.107003 238919594 159166250 159160277
no_flush 0.108003 241313681 160761167 160755134
no_flush 0.109003 243745790 162381432 162375339
no_flush 0.110003 246176201 164000565 163994412
no_flush 0.111003 248568774 165594473 165588260
no_flush 0.112003 250998652 167213251 167206978
no_flush 0.113003 253429573 168832724 168826391
no_flush 0.114003 255860232 170452022 170445629
no_flush 0.115003 258250549 172044426 172037973
no_flush 0.116003 260680757 173663424 173656911
no_flush 0.117003 263111557 175282816 175276243
no_flush 0.118003 265522842 176888914 176882272
no_flush 0.119003 267925756 178489716 178483014
no_flush 0.120003 270339820 180097950 180091182
no_flush 0.121003 272770552 181717297 181710469
