7 0.001044 2387 24 6727 907817
7 0.002019 3041 29 8608 1098191
7 0.003015 6170 41 18125 2296163
7 0.004016 6283 40 18515 2328485
7 0.005016 6261 38 18199 2333183
7 0.006016 6463 25 18512 2325955
7 0.007016 6110 46 18122 2243210
7 0.008016 6626 29 19358 2330412
7 0.009015 6667 43 19867 2327653
7 0.010019 5819 29 17616 2200632
7 0.011016 5976 27 18275 2254810
7 0.012015 6200 24 18678 2327290
7 0.013015 6404 37 18736 2332652
7 0.014015 6243 24 18863 2335712
7 0.015015 6085 36 18530 2323534
7 0.016016 6099 24 18686 2336171
7 0.017015 6392 34 19518 2332931
7 0.018016 6529 26 19733 2329908
7 0.019014 6346 22 19467 2270400
7 0.020016 6545 33 19662 2333385
7 0.021015 6466 26 19553 2329833
7 0.022014 6654 29 19968 2325300
7 0.023016 7213 33 21564 2330855
7 0.024014 7478 30 21582 2325164
7 0.025015 7616 39 22047 2334024
7 0.026014 7446 26 22050 2328554
7 0.027014 7745 24 22008 2329883
7 0.028015 7754 28 22964 2331890
7 0.029015 7770 21 22218 2329947
7 0.030014 7883 35 22755 2332343
7 0.031014 7532 36 21543 2276018
7 0.032014 7568 24 22180 2325193
7 0.033015 7749 23 22875 2334528
7 0.034014 7788 27 22667 2327931
7 0.035015 7754 41 22558 2323387
7 0.036013 7689 31 22143 2325859
7 0.037014 7532 33 22494 2340603
7 0.038014 5938 28 17125 1942928
7 0.039015 5399 35 16174 1814888
7 0.040012 5530 27 16085 1786906
7 0.041013 1374 8 4077 459540
7 0.042015 0 0 0 0
7 0.043014 4375 27 12787 1369426
7 0.044013 5854 34 17397 1984047
7 0.045014 5781 22 16878 1943528
7 0.046038 6932 31 20733 2387723
7 0.047019 5835 34 17420 1986856
7 0.048013 5836 33 17661 1989715
7 0.049012 6277 33 18525 2072952
7 0.050013 5046 29 15125 1673179
7 0.051013 6188 39 18603 2106451
7 0.052013 5629 33 16647 1889654
7 0.053014 5098 34 15163 1654827
7 0.054014 5798 31 17045 1917609
7 0.055013 4527 21 13584 1543764
7 0.056013 5320 21 16144 1789138
7 0.057013 4931 25 14509 1675527
7 0.058013 5114 23 15126 1722071
7 0.059014 5917 30 17651 1981172
7 0.060012 4272 29 12757 1458867
7 0.061013 5383 32 16061 1794489
7 0.062012 5203 34 15779 1754611
7 0.063013 4986 29 14305 1650153
7 0.064012 4809 26 14507 1637354
7 0.065013 4066 22 12178 1338779
7 0.066012 3922 16 11274 1320743
7 0.067013 4033 22 12601 1379124
7 0.068013 0 0 0 0
7 0.069013 2543 11 7429 859266
7 0.070013 5686 41 16074 1739601
7 0.071012 7284 48 21319 2305155
7 0.072012 7585 47 22374 2327065
7 0.073013 7446 44 21349 2332119
7 0.074012 7487 31 21388 2322402
7 0.075012 7533 51 21771 2321260
7 0.076013 7502 40 21711 2332554
7 0.077013 7570 52 22102 2332728
7 0.078013 7604 47 22040 2333823
7 0.079012 7749 48 22748 2315387
7 0.080012 7789 43 22617 2323850
7 0.081014 7330 60 20892 2224335
7 0.082014 7776 40 22463 2330012
7 0.083012 7264 37 21543 2318902
7 0.084013 7400 61 21133 2334521
7 0.085014 7371 42 21449 2326605
7 0.086013 7594 44 22173 2326655
7 0.087013 8077 53 23056 2320195
7 0.088014 7239 52 21405 2329072
7 0.089013 7288 58 20893 2332389
7 0.090012 7243 48 21171 2247383
7 0.091012 7510 40 21553 2316047
7 0.092012 7726 43 21651 2291834
7 0.093013 7567 40 21686 2330862
7 0.094014 7499 43 21472 2327371
7 0.095013 7258 53 21326 2314757
7 0.096014 7223 42 20791 2331962
7 0.097013 7246 41 21045 2329890
7 0.098013 7477 40 21451 2333877
7 0.099014 7201 51 21021 2300700
7 0.100015 7395 47 21414 2332137
7 0.101013 7523 49 21445 2319089
7 0.102012 7603 45 22013 2330651
7 0.103012 7594 46 21395 2310126
7 0.104012 7280 37 20990 2323717
7 0.105014 7544 42 21689 2333634
7 0.106012 7558 43 21430 2322357
7 0.107013 7548 48 21750 2320845
7 0.108013 7546 35 21803 2323920
7 0.109012 7425 42 21466 2327284
7 0.110013 7500 44 21785 2331900
7 0.111012 7909 44 23190 2326246
7 0.112013 7993 44 23220 2326665
7 0.113014 8138 41 22724 2327837
7 0.114013 8061 59 23203 2322044
7 0.115012 7985 42 23060 2321689
7 0.116012 7444 44 21252 2331130
7 0.117012 7386 50 21630 2331644
7 0.118013 7609 55 21960 2329634
7 0.119012 7642 45 21926 2321940
7 0.120013 7685 52 22182 2329652
7 0.121013 7420 48 21101 2328979
7 0.122011 7633 46 21898 2323370
7 0.128778 54041 263 154442 15951869
7 0.129013 1726 8 4907 506325
7 0.130014 7956 43 22391 2336115
7 0.131014 8132 43 22775 2320549
7 0.132014 7929 53 22786 2325305
7 0.133014 8214 30 23218 2326353
7 0.134014 7622 43 21731 2325293
7 0.135013 7527 40 21636 2323482
7 0.136013 7855 46 23073 2326507
7 0.137014 7932 38 22026 2330649
7 0.138013 7804 41 22247 2325009
7 0.139013 7924 40 23001 2319623
7 0.140013 7548 42 21694 2334785
7 0.141018 5755 33 16488 1857900
7 0.142014 7581 48 22268 2311097
7 0.143012 7698 49 22132 2310926
7 0.144012 7877 36 22268 2331419
7 0.145013 7067 43 21026 2329515
7 0.146013 6408 42 18867 2332729
7 0.147013 6499 36 18578 2241034
7 0.148015 6643 57 20019 2335850
7 0.149015 6795 47 20505 2342273
7 0.150014 6707 45 19634 2300114
7 0.151012 6793 38 20103 2303575
7 0.152012 6760 47 19852 2331400
7 0.153014 6837 47 19947 2336032
7 0.154013 6730 55 20004 2327037
7 0.155012 7007 60 20466 2320516
7 0.156014 6977 44 20788 2336508
7 0.157013 6861 51 19860 2327527
7 0.158013 6948 45 20148 2330247
7 0.159012 6844 47 20027 2311897
7 0.160013 6877 60 20272 2330491
7 0.161014 7192 43 20599 2329491
7 0.162013 7519 38 22173 2325881
7 0.163013 6904 44 20153 2305375
7 0.164011 7135 36 20826 2330372
7 0.165014 6393 40 18563 2344495
7 0.166014 6034 34 18142 2323597
7 0.167013 5658 50 17035 2197009
7 0.168013 6086 42 18181 2321328
7 0.169013 6132 41 18276 2326864
7 0.170015 6242 39 18240 2342535
7 0.171013 5932 36 17722 2322185
7 0.172013 6032 54 17686 2330056
7 0.173013 5998 48 18246 2325634
7 0.174013 5984 47 18076 2335128
7 0.175014 5994 50 18379 2327093
7 0.176013 6121 56 18509 2327580
7 0.177014 5987 49 18066 2332542
7 0.178015 6102 45 17940 2337389
7 0.179013 5942 32 18053 2318014
7 0.180013 6097 50 18224 2329852
7 0.181014 6189 37 18546 2337806
7 0.182014 5854 42 17537 2329984
7 0.183014 5955 30 17714 2316621
7 0.184015 5040 84 14831 2002759
7 0.185014 5280 52 15910 2180423
7 0.186014 5881 42 17539 2331606
7 0.187014 5898 46 17279 2322009
7 0.188015 5820 48 17132 2326031
7 0.189036 5739 32 17784 2381121
7 0.190014 5688 36 17304 2265794
7 0.191016 6016 46 17908 2401034
7 0.192038 5657 36 16852 2293669
7 0.193015 5510 44 16475 2263807
7 0.194026 5812 33 17050 2355554
7 0.195013 5691 46 17509 2283054
7 0.196013 5829 51 17204 2329635
7 0.197014 5838 41 17376 2328131
7 0.198014 5908 39 17397 2329731
7 0.199014 5860 49 17246 2312554
7 0.200015 5811 41 17119 2325883
7 0.201013 6032 36 18218 2327202
7 0.202013 5995 38 17481 2321159
7 0.203013 5984 46 17965 2312580
7 0.204014 5857 47 17452 2326225
7 0.205015 5954 49 17943 2329324
7 0.206014 5889 46 17680 2323491
7 0.207015 5918 46 18026 2317946
7 0.208016 5851 48 17718 2327674
7 0.209014 5805 34 17445 2328057
7 0.210014 5934 39 17935 2333277
7 0.211013 5822 45 17383 2318168
7 0.212014 5977 32 17929 2331243
7 0.213015 5860 39 17590 2332148
7 0.214014 5841 45 17784 2323342
7 0.215014 6108 42 17421 2323996
7 0.216014 5869 54 17550 2331197
7 0.217015 5834 53 17684 2329553
7 0.218014 5725 41 17634 2326392
7 0.219013 5852 48 17244 2316487
7 0.220015 6071 44 17848 2326756
7 0.221016 5905 44 18243 2332096
7 0.222015 6033 49 17772 2319047
7 0.223015 6001 45 17921 2307644
7 0.224014 6010 46 18185 2324242
7 0.225014 6128 43 17870 2326501
7 0.226017 5940 51 17543 2338854
7 0.227014 5898 34 17801 2312795
7 0.228016 6005 27 17792 2323522
7 0.229016 5921 41 17856 2322634
7 0.230014 6066 42 18081 2321782
7 0.231016 5283 47 15859 2065097
7 0.232016 5431 45 15969 2156658
7 0.233015 5606 37 16736 2253092
7 0.234013 5863 35 17437 2324315
7 0.235014 5783 39 17312 2327455
7 0.236014 5729 38 17364 2306820
7 0.237014 5780 62 17053 2328547
7 0.238015 5760 49 17351 2336791
7 0.239016 5916 52 17720 2322572
7 0.240014 5906 35 17995 2321274
7 0.241015 5919 43 17868 2324767
7 0.242016 4611 54 13708 1821430
7 0.243013 5863 51 17994 2303890
7 0.244014 5832 51 17552 2320419
7 0.245014 5981 50 17971 2331754
7 0.246014 5985 38 17741 2328262
7 0.247014 5983 46 18163 2318213
7 0.248019 6011 59 17616 2340068
7 0.249015 5880 44 18059 2316620
7 0.250015 5979 52 17882 2328343
7 0.251013 5998 38 17894 2315420
7 0.252014 5903 39 17675 2328957
7 0.253016 6011 46 17963 2330532
7 0.254015 5941 37 17562 2328371
7 0.255014 5957 42 17671 2328140
7 0.256015 5941 46 18091 2332076
7 0.257013 5862 36 18027 2320347
7 0.258014 5964 38 17962 2334488
7 0.259091 6284 41 19146 2465893
7 0.260049 5676 37 17451 2233303
7 0.261016 5598 48 17581 2246221
7 0.262016 6022 39 18077 2337039
7 0.263014 5922 22 18138 2314006
7 0.264014 5932 43 17972 2330863
7 0.265014 5820 48 17047 2324528
7 0.266016 5835 41 17793 2336343
7 0.267014 5988 48 18196 2314148
7 0.268015 6019 63 17721 2309916
7 0.269013 5917 47 17544 2327174
7 0.270015 5854 63 17428 2333460
7 0.271015 5848 54 17091 2214175
7 0.272013 5932 56 17518 2320729
7 0.273014 5793 32 17156 2331922
7 0.274015 5893 37 17429 2331471
7 0.275014 5823 40 17466 2313371
7 0.276014 5820 49 17249 2325922
7 0.277014 5789 44 17293 2323961
7 0.278014 5933 53 17994 2323200
7 0.279014 5954 59 17765 2321556
7 0.280013 5941 43 18165 2326616
7 0.281014 5922 54 17556 2335784
7 0.282014 6087 32 18352 2332913
7 0.283014 5896 50 17891 2315060
7 0.284014 5936 43 17415 2324947
7 0.285014 6023 48 18493 2328597
7 0.286014 6012 38 17988 2335948
7 0.287014 5963 41 17554 2318945
7 0.288015 5741 54 17546 2313010
7 0.289015 5976 53 17950 2323001
7 0.290014 5942 31 18235 2323527
7 0.291013 5919 49 17786 2329129
7 0.292014 5956 48 18070 2329036
7 0.293014 5951 55 17753 2330375
7 0.294015 5951 53 18072 2331061
7 0.295013 6156 36 18042 2317933
7 0.296014 6065 48 17936 2328159
7 0.297014 5995 46 17996 2330362
7 0.298015 5935 41 17829 2329702
7 0.299014 5635 64 16747 2204690
7 0.300015 5933 43 18048 2320525
7 0.301014 5989 37 17829 2326489
7 0.302013 6009 40 17794 2325037
7 0.303013 5888 44 17778 2323423
7 0.304013 5841 34 17516 2321151
7 0.305014 6038 56 18111 2331031
7 0.306015 6093 43 17774 2332967
7 0.307014 5829 36 17463 2315429
7 0.308014 6016 40 17563 2324231
7 0.309012 5932 43 17558 2324644
7 0.310014 5954 60 17886 2331184
7 0.311014 6002 36 17743 2321209
7 0.312015 5828 53 18165 2318381
7 0.313014 6028 31 17857 2328757
7 0.314014 6071 40 17814 2333898
7 0.315013 5831 49 17767 2318166
7 0.316014 5938 38 17674 2331131
7 0.317013 5915 33 18068 2326294
7 0.318014 6126 36 18012 2335648
7 0.319014 5818 37 17398 2323005
7 0.320014 6051 38 18213 2322818
7 0.321014 5760 50 17367 2331236
7 0.322014 5898 52 17680 2329266
7 0.323013 5685 59 17499 2221053
7 0.324013 6037 38 17705 2323434
7 0.325013 5923 49 18207 2331386
7 0.326013 5978 34 17569 2326409
7 0.327014 5990 38 17654 2325445
7 0.328015 5920 39 17636 2330489
7 0.329014 5893 40 17792 2321489
7 0.330019 5905 41 17929 2343256
7 0.331015 5831 41 17606 2310228
7 0.332016 5839 49 17338 2326891
7 0.333014 5892 36 17896 2328283
7 0.334015 5832 49 17440 2325314
7 0.335014 5876 45 17155 2319064
7 0.336015 5965 44 17679 2328784
7 0.337015 5891 47 17458 2329827
7 0.338016 5771 51 17246 2325638
7 0.339014 5877 37 17858 2312449
7 0.340014 5726 49 17103 2327747
7 0.341014 5859 45 17518 2323780
7 0.342016 4946 29 14780 1967540
7 0.343015 5861 57 17522 2302461
7 0.344014 5927 39 17710 2322946
7 0.345014 5935 52 17801 2331587
7 0.346015 5947 39 17432 2329240
7 0.347014 5858 48 17310 2312928
7 0.348014 5786 46 17692 2328313
7 0.349013 5872 46 17949 2325771
7 0.350016 5898 54 17355 2333800
7 0.351015 5754 43 17242 2322918
7 0.352015 5834 58 17852 2324273
7 0.353014 5884 46 17491 2324059
7 0.354014 5630 39 17480 2330488
7 0.355014 6004 54 17467 2322087
7 0.356014 5944 44 17888 2324130
7 0.357013 5912 26 17386 2333482
7 0.358014 5922 46 17409 2329519
7 0.359014 5814 50 17906 2312215
7 0.360014 5887 47 17745 2328539
7 0.361014 5859 41 17399 2323006
7 0.362015 5980 41 17357 2328022
7 0.363015 5863 34 17781 2325395
7 0.364014 5936 29 17953 2324405
7 0.365014 5881 38 17287 2327383
7 0.366014 5881 36 17838 2329877
7 0.367013 5809 45 17449 2318377
7 0.368015 5915 54 17608 2331053
7 0.369017 6018 38 17878 2339526
7 0.370014 5854 52 17419 2318504
7 0.371015 5742 36 17392 2326109
7 0.372014 5841 37 17488 2322017
7 0.373013 5902 42 17497 2324972
7 0.374015 5795 36 17588 2330424
7 0.375014 5958 47 17041 2320406
7 0.376014 5892 37 17827 2327276
7 0.377015 5872 44 17346 2328556
7 0.378015 5848 49 17690 2328915
7 0.379014 5888 54 17483 2315072
7 0.380014 5977 43 18067 2325190
7 0.381014 5928 41 17788 2327923
7 0.382015 5912 38 17713 2337050
7 0.383014 5770 46 17408 2314011
7 0.384014 5942 33 17695 2320003
7 0.385013 5810 45 17710 2327573
7 0.386014 5806 50 17530 2331240
7 0.387014 5844 43 17975 2322070
7 0.388014 5834 45 17534 2321592
7 0.389015 5951 45 17619 2328001
7 0.390015 5874 31 17317 2326443
7 0.391013 5955 46 17389 2316682
