# started on Thu Feb 29 14:28:53 2024

#           time             counts unit events
     0.001265709      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.001265709      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.001265709      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.001265709      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.003084918      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.003084918      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.003084918      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.003084918      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.004612258      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.004612258      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.004612258      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.004612258      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.006154524      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.006154524      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.006154524      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.006154524      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.007572182      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.007572182      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.007572182      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.007572182      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.009106849      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.009106849      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.009106849      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.009106849      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.010682881      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.010682881      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.010682881      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.010682881      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.012228425      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.012228425      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.012228425      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.012228425      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.013772162      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.013772162      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.013772162      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.013772162      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.015370495      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.015370495      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.015370495      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.015370495      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.016886957      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.016886957      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.016886957      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.016886957      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.018425132      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.018425132      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.018425132      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.018425132      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.019875160      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.019875160      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.019875160      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.019875160      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.021335246      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.021335246      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.021335246      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.021335246      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.022775025      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.022775025      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.022775025      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.022775025      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.024287566      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.024287566      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.024287566      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.024287566      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.025797287      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.025797287      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.025797287      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.025797287      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.027366233      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.027366233      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.027366233      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.027366233      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.028881176      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.028881176      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.028881176      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.028881176      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.030411954      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.030411954      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.030411954      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.030411954      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.031827406      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.031827406      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.031827406      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.031827406      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.033337700      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.033337700      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.033337700      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.033337700      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.034848824      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.034848824      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.034848824      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.034848824      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.036382144      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.036382144      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.036382144      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.036382144      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.037895726      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.037895726      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.037895726      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.037895726      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
#           time             counts unit events
     0.039449425      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.039449425      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.039449425      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.039449425      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.040970614      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.040970614      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.040970614      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.040970614      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.042487149      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.042487149      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.042487149      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
     0.042487149      <not counted>      cpu_core/event=0xc2,umask=0x02,inv=1,cmask=0x01/u                                     (0,00%)
     0.044000542      <not counted>      cpu_core/event=0x2e,umask=0x41/u                                     (0,00%)
     0.044000542      <not counted>      cpu_core/event=0x24,umask=0xc1/u                                     (0,00%)
     0.044000542      <not counted>      cpu_core/event=0xd1,umask=0x01/u                                     (0,00%)
