rh 0.001015 18631 2 60197 2349335
rh 0.002007 26246 0 62685 2678344
rh 0.003006 21587 0 73845 2654181
rh 0.004006 35856 0 74426 2715911
rh 0.005006 36022 0 74171 2717211
rh 0.006006 33235 0 73091 2670481
rh 0.007006 35617 0 73146 2616420
rh 0.008006 34573 0 71953 2623386
rh 0.009006 34569 1 72082 2617965
rh 0.010006 35137 1 72835 2610278
rh 0.011006 35317 0 72852 2618353
rh 0.012006 35109 0 72338 2620924
rh 0.013006 35077 0 73288 2616678
rh 0.014006 34994 0 72740 2598374
rh 0.015006 35468 0 73306 2616603
rh 0.016006 35445 0 73425 2621355
rh 0.017006 35075 0 72902 2616844
rh 0.018006 35421 1 73124 2613977
rh 0.019006 35059 0 72056 2618622
rh 0.020006 35925 0 73764 2618317
rh 0.021006 35685 0 73278 2618640
rh 0.022006 35723 0 73234 2612262
rh 0.023006 35356 0 73137 2619128
rh 0.024006 34843 0 72160 2620905
rh 0.025006 35234 0 73087 2618695
rh 0.026006 33147 0 72200 2575847
rh 0.027006 33126 0 70722 2503117
rh 0.028006 34627 0 73039 2619918
rh 0.029006 31996 0 71116 2583138
rh 0.030006 34391 0 71358 2515924
rh 0.031006 34189 0 71367 2523068
rh 0.032006 34685 0 71761 2521935
rh 0.033006 34018 0 71326 2523267
rh 0.034006 34390 0 71450 2517754
rh 0.035006 33938 0 70638 2526593
rh 0.036006 34721 0 71523 2518369
rh 0.037006 34974 0 71970 2519926
rh 0.038006 34468 0 71329 2509569
rh 0.039006 34929 0 71228 2522550
rh 0.040006 34936 0 71617 2519539
rh 0.041006 34335 0 70008 2524681
rh 0.042006 34875 1 71564 2516353
rh 0.043006 34846 0 71889 2520552
rh 0.044010 26975 0 66827 2555746
rh 0.045010 26884 1 66157 2533388
rh 0.046008 31161 4 67826 2503140
rh 0.047006 34465 0 71043 2513572
rh 0.048006 34090 0 71302 2521798
rh 0.049006 34738 0 71844 2520125
rh 0.050006 34615 1 71506 2516500
rh 0.051006 34987 0 71837 2518679
rh 0.052006 34341 0 70199 2524473
rh 0.053006 35058 0 71615 2518311
rh 0.054006 34754 1 71209 2515296
rh 0.055006 34771 3 71568 2522279
rh 0.056006 34039 3 71360 2521992
rh 0.057006 34795 0 72051 2521148
rh 0.058006 34241 0 70566 2517057
rh 0.059006 34468 0 71488 2522659
rh 0.060006 34569 0 71565 2521252
rh 0.061006 34554 0 71971 2521553
rh 0.062006 33801 1 70172 2518525
rh 0.063006 34157 0 71370 2521973
rh 0.064006 34465 0 71578 2522796
rh 0.065006 34448 0 71672 2522674
rh 0.066006 34487 0 71285 2515765
rh 0.067006 34551 0 71690 2521297
rh 0.068006 34137 0 71612 2523833
rh 0.069006 34267 0 70377 2523889
rh 0.070006 35028 1 71733 2512010
rh 0.071006 34209 0 71540 2523934
rh 0.072006 34983 0 71391 2519993
rh 0.073006 34254 0 71560 2522991
rh 0.074006 33788 1 70145 2514322
rh 0.075006 34498 0 71625 2521016
rh 0.076006 34720 0 71912 2521810
rh 0.077006 33951 0 71429 2523549
rh 0.078006 34380 0 71488 2517207
rh 0.079006 33735 0 70208 2523529
rh 0.080006 34739 0 71371 2521218
rh 0.081006 34012 0 71347 2522772
rh 0.082006 34454 0 71698 2518825
rh 0.083006 34872 0 71503 2521988
rh 0.084006 34560 0 71460 2520502
rh 0.085006 34286 0 70467 2523675
rh 0.086006 34798 0 71714 2517864
rh 0.087006 34580 0 71360 2518769
rh 0.088006 34406 0 71673 2521424
rh 0.089006 34620 0 71683 2521218
rh 0.090006 34336 0 71462 2516552
rh 0.091006 33861 0 70477 2526199
rh 0.092006 34574 0 71619 2520661
rh 0.093006 34427 0 71756 2522957
rh 0.094006 34610 0 71781 2515583
