attack 0.001018 5710 35 795 985167
attack 0.002014 17958 25 1278 2329939
attack 0.003011 18540 20 1400 2204487
attack 0.004010 18728 23 1658 2353315
attack 0.005012 23982 55 1906 2415875
attack 0.006015 19459 50 1720 2647619
attack 0.007011 16501 30 1393 2594788
attack 0.008020 17311 27 1767 2501188
attack 0.009012 17269 21 1163 2472746
attack 0.010008 20545 17 1199 2557256
attack 0.011006 9216 71 978 2126626
attack 0.012007 10215 143 1189 2476597
attack 0.013006 10660 87 1205 2639376
attack 0.014006 10887 90 1240 2647648
attack 0.015072 11480 178 1384 2805897
attack 0.016006 10243 66 1097 2469820
attack 0.017007 10624 153 1239 2638491
attack 0.018007 10772 73 1181 2648464
attack 0.019007 10515 90 1163 2614182
attack 0.020008 9998 150 1279 2520345
attack 0.021007 9377 87 1476 2630145
attack 0.022007 10556 76 1502 2653138
attack 0.023007 9851 80 1484 2641841
attack 0.024011 9338 151 1479 2658542
attack 0.025011 10379 63 1453 2586104
attack 0.026014 17219 36 1514 2654379
attack 0.027010 10008 67 1081 2597485
attack 0.028009 14189 53 1218 2517375
attack 0.029008 11122 151 1329 2628932
attack 0.030006 10848 74 1316 2645450
attack 0.031007 10601 76 1347 2612176
attack 0.032008 10899 141 1322 2640518
attack 0.033006 10802 81 1337 2646785
attack 0.034006 11082 66 1347 2649668
attack 0.035007 10556 152 1337 2575204
attack 0.036007 10393 75 1320 2476909
attack 0.037006 10847 77 1315 2647992
attack 0.038008 9949 92 1326 2554022
attack 0.039007 10320 137 856 2621236
attack 0.040007 9709 81 790 2660355
attack 0.041006 9718 74 876 2661739
attack 0.042006 9690 62 832 2663249
attack 0.043007 9673 89 918 2652124
attack 0.044007 9822 92 851 2662485
attack 0.045007 9689 166 830 2651259
attack 0.046006 9437 78 888 2643579
attack 0.047007 9665 81 912 2655979
attack 0.048006 9857 75 938 2659166
attack 0.049006 9833 85 863 2660662
attack 0.050006 9682 78 816 2662721
attack 0.051007 9441 152 908 2641934
attack 0.052006 9599 75 835 2670237
attack 0.053006 9554 74 937 2641344
attack 0.054006 9885 70 815 2663059
attack 0.055006 9550 81 851 2636585
attack 0.056007 9722 74 837 2664830
attack 0.057007 9602 159 1099 2591657
attack 0.058007 10698 80 1898 2562026
attack 0.059008 10552 81 1865 2523638
attack 0.060007 10496 68 1896 2561552
attack 0.061007 10968 73 1945 2562610
attack 0.062006 10863 89 1947 2564023
attack 0.063007 10731 85 1977 2552073
attack 0.064006 10468 148 1862 2548966
attack 0.065006 10754 76 1771 2561022
attack 0.066006 10777 73 1777 2562770
attack 0.067007 10309 82 1794 2555521
attack 0.068007 10811 84 1847 2565437
attack 0.069006 10766 63 1786 2563253
attack 0.070006 10794 73 1762 2562747
attack 0.071007 10527 173 1938 2544647
attack 0.072007 11153 63 2162 2555713
attack 0.073006 11273 84 2184 2562189
attack 0.074006 11262 70 2240 2563458
attack 0.075006 11183 91 2112 2553329
attack 0.076007 11260 82 2162 2564990
attack 0.077007 10870 149 2167 2547167
attack 0.078007 10844 69 2100 2563492
attack 0.079007 11183 82 2170 2553326
attack 0.080007 11268 85 2214 2559826
attack 0.081006 11253 65 2183 2560708
attack 0.082006 11244 90 2120 2563293
attack 0.083007 10852 175 2116 2539154
attack 0.084006 10894 83 2120 2561242
attack 0.085006 11246 82 2079 2562799
attack 0.086006 11262 72 2208 2562421
attack 0.087007 11166 89 2125 2550379
attack 0.088006 11004 78 2183 2562305
attack 0.089007 10988 155 2176 2550868
attack 0.090006 11072 78 2155 2558171
attack 0.091007 11173 81 2176 2548446
attack 0.092007 11259 65 2129 2560540
attack 0.093006 11237 82 2087 2560555
attack 0.094006 11227 164 2146 2561333
attack 0.095007 10599 83 2001 2550858
attack 0.096007 11130 78 2129 2556666
attack 0.097007 11260 92 2118 2563897
attack 0.098006 11232 80 2118 2560237
attack 0.099006 10998 72 2436 2500304
attack 0.100005 11071 82 4875 2562543
attack 0.101005 11325 131 5085 2563819
attack 0.102005 11112 176 5032 2564850
attack 0.103005 11158 175 5036 2550968
attack 0.104005 11212 146 5100 2565357
attack 0.105005 11045 127 5041 2568442
attack 0.106005 11360 169 5131 2568562
attack 0.107005 11280 182 5097 2558023
attack 0.108005 11371 159 5099 2567241
attack 0.109005 11260 149 5072 2566464
attack 0.110007 11309 231 4706 2554879
attack 0.111005 10984 142 4871 2553534
attack 0.112005 11246 147 5110 2563400
attack 0.113005 11340 153 5154 2566248
attack 0.114005 11426 154 5093 2565566
attack 0.115005 11326 153 5143 2560856
attack 0.116005 11362 162 5110 2566016
attack 0.117005 11004 158 4946 2569441
attack 0.118005 11215 266 5132 2562544
attack 0.119005 11089 183 4989 2563518
attack 0.120005 11192 165 5108 2564282
